sentiment,text,char_count,word_count,label
positive,Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,91,18,2
neutral,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",188,36,1
negative,Altogether Finnair has canceled over 500 flights because of the strike .,72,12,0
neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",144,21,1
neutral,"Elsewhere , the tendency is towards more developed packaging than before .",74,12,1
negative,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",85,18,0
neutral,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",84,16,1
positive,"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",158,26,2
neutral,"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",166,31,1
neutral,This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,80,14,1
neutral,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,133,24,1
neutral,This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,121,20,1
neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",128,23,1
negative,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",102,25,0
positive,"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",137,21,2
positive,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",102,16,2
neutral,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,111,18,1
positive,"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",187,32,2
neutral,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,126,21,1
positive,"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",268,46,2
positive,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",168,29,2
neutral,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,81,15,1
positive,"The adapter , awarded with the `` Certified Integration for SAP - ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",204,33,2
positive,"Thus the method will cut working costs , and will fasten the planning and building processes .",94,17,2
positive,"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",205,38,2
neutral,The total value of the contract is some EUR 8 million .,55,12,1
positive,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",87,17,2
neutral,STUK today is a full service house expert in radiation and nuclear safety issues .,82,15,1
neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",136,29,1
neutral,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,143,27,1
positive,CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .,70,13,2
neutral,"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",242,38,1
neutral,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",139,23,1
neutral,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",105,19,1
neutral,N-Viro operates processing facilities independently as well as in partnership with municipalities .,99,13,1
neutral,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",94,18,1
positive,Sanoma Magazines ' net sales are estimated to grow in 2006 .,60,12,2
neutral,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",188,36,1
neutral,"Later on , about 150 Finnish-made houses will be build in the area .",68,14,1
neutral,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,121,21,1
neutral,"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+Ærvi , Vimpeli and Per+Æsein+Æjoki in Finland .",179,25,1
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",206,35,1
neutral,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",216,39,1
positive,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",218,39,2
neutral,The authorization is in force for a period of 18 months from the resolution by the General Meeting .,100,19,1
negative,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",113,22,0
neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,110,17,1
positive,"According to Bosse , the present cooperation is beneficial to all parties , however .",85,15,2
neutral,Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,130,16,1
neutral,"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",107,21,1
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",137,24,1
positive,"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",110,19,2
neutral,"The new company will buy from Baltic Pearl CJSC a lease right to 8.1 hectares for the construction of a mall with a gross area of 140,000 sq m 1.5 million sq ft .",162,34,1
neutral,Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,226,32,1
positive,This is the first time Finnair has been awarded an agreement with the UK government .,85,16,2
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",123,19,0
neutral,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,95,18,1
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,96,17,1
neutral,"It 's `` finger-friendly '' , and to my opinion , really fast .",63,14,1
positive,The company 's strength is its Apetit brand .,45,9,2
neutral,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,198,32,1
negative,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",197,45,0
positive,16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,229,42,2
neutral,The invention carries International Patent Publication No. .,60,8,1
negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,126,28,0
neutral,No financial details were revealed .,36,6,1
neutral,Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,150,29,1
positive,"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",152,27,2
neutral,Karppinen expects the consolidation trend to continue in the Finnish market .,77,12,1
neutral,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",218,35,1
positive,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",240,44,2
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,98,18,1
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .,76,16,1
positive,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",110,19,2
negative,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",177,37,0
neutral,Finnish publishing and printing group Ilkka-Yhtym+Æ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,152,25,1
neutral,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,133,28,1
neutral,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",153,28,1
neutral,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",141,22,1
positive,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",147,27,2
neutral,"INTERNET BUSINESS NEWS - -_ 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",227,39,1
positive,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",126,25,2
neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",273,43,1
neutral,- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,193,37,1
positive,The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,93,20,2
neutral,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,116,21,1
neutral,"The familiar blue , white , and red HK seal has received a more authentic look .",80,17,1
neutral,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,116,20,1
positive,"International sales rose by 59.8 % to EUR 1,244.4 mn .",54,11,2
negative,Cash Flow from Operations for the most recent quarter also reached a eight year low .,85,16,0
neutral,"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",159,31,1
neutral,Another problem is cola-flavoured long drinks .,47,7,1
neutral,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,104,17,1
neutral,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",205,38,1
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",171,31,2
neutral,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",155,31,1
neutral,ND = Not disclosed .,20,5,1
neutral,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",98,21,1
neutral,"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",169,30,1
neutral,The event can also be viewed as a live webcast at www.cargotec.com .,68,13,1
negative,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",155,28,0
neutral,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",248,47,1
neutral,"` Sanoma is a buyer not a target , ' he said .",46,13,1
neutral,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",111,23,1
negative,Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,106,16,0
neutral,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,195,32,1
neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",191,33,1
neutral,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",202,36,1
negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",102,22,0
neutral,Pentik+Æinen emphasises that the most of the internet contents media houses provide can not be free forever .,109,18,1
negative,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,145,24,0
positive,"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",94,17,2
neutral,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',85,15,1
neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",116,20,1
neutral,"The value of the deal exceeds EUR500 ,000 , the company said .",62,13,1
neutral,Aspo serves demanding business-to-business customers .,54,6,1
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",218,38,0
neutral,Union and company officials did not return calls yesterday .,60,10,1
neutral,Risk exposure by Non-life Insurance Moving 12-month Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,234,30,1
negative,"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",77,15,0
positive,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,144,26,2
neutral,The expansion is to be finalized in the autumn of 2009 .,56,12,1
neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",99,21,1
neutral,Marimekko is considering further measures in the matter .,57,9,1
negative,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",96,19,0
positive,It will focus on improving its profitability next year by streamlining operations .,83,13,2
neutral,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",180,29,1
neutral,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",122,18,1
neutral,No financial details were reported .,36,6,1
positive,A new production line is being completed for the contract production of hormone treatments .,92,15,2
positive,"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",249,39,2
positive,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",167,33,2
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,102,21,2
neutral,"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",119,21,1
neutral,Earnings per share EPS amounted to EUR0 .01 .,45,9,1
positive,"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",179,32,2
neutral,"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .",166,26,1
positive,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",214,40,2
positive,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",127,16,2
neutral,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,145,27,1
positive,"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",243,41,2
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,57,12,0
positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,133,21,2
negative,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",103,22,0
negative,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,147,28,0
neutral,The value of the order is around EUR 100 million .,50,11,1
positive,"H+_kan Dahlstr+¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",181,31,2
neutral,Number of offers received for this contract is two .,52,10,1
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",226,34,1
neutral,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,79,17,1
positive,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,105,18,2
positive,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",114,22,2
positive,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,97,20,2
positive,"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",162,27,2
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,119,21,0
neutral,Teleste expects to start the deliveries at the end of 2009 .,60,12,1
neutral,The new SEPA cads will replace Finnish bank cards .,51,10,1
neutral,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",177,31,1
positive,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",79,16,2
neutral,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",208,35,1
neutral,The arrangements do not apply to the group 's units outside Finland .,69,13,1
neutral,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",184,33,1
neutral,"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",228,41,1
neutral,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",289,50,1
neutral,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",181,33,1
neutral,"The important thing now is to keep the bank 's existing 15,000 customers .",74,14,1
positive,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",218,39,2
neutral,"After the transaction , Tikkurila has no powder coatings related operations .",77,12,1
neutral,Kemira shares closed at ( x20ac ) 16.66 ( $ 22US .71 ) .,56,14,1
neutral,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,130,23,1
positive,The expansion aims to attract new customers both in Finland and abroad .,72,13,2
neutral,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",167,32,1
neutral,"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",120,22,1
neutral,Part of the reductions will be made through retirement arrangements .,69,11,1
negative,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",132,25,0
neutral,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,144,22,1
neutral,The sellers were EOSS Innovationsmanagement and a group of private individuals .,80,12,1
positive,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",189,32,2
neutral,The negotiations will concern the plant 's department producing winded roving that employs 10 people .,102,16,1
negative,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",119,24,0
neutral,"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",159,30,1
neutral,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",102,19,1
positive,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",118,21,2
neutral,"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",153,24,1
negative,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,121,20,0
neutral,"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",154,22,1
neutral,"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",202,29,1
neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,141,23,1
positive,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",192,35,2
neutral,The price of GMO soy is 5 % -7 % lower than that of non-GMO .,61,16,1
neutral,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",144,25,1
positive,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,92,21,2
neutral,These savings will have full impact as of the beginning of 2007 .,65,13,1
neutral,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .",128,30,1
neutral,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",124,24,1
neutral,"BAWAG - Is to issue a benchmark , covered deal .",48,11,1
neutral,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,184,36,1
negative,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,151,28,0
neutral,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",114,25,1
neutral,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",117,19,1
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",132,23,1
negative,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",178,35,0
negative,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,94,14,0
neutral,Activities range from the development of natural resources to the retailed marketing of finished products .,107,16,1
neutral,"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company - s shares outstanding .",153,29,1
neutral,The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,62,13,1
neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",213,38,1
positive,"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",251,39,2
positive,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,88,13,2
positive,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",153,28,2
neutral,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,64,11,1
positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",156,32,2
positive,"`` The number of collection errors fell considerably , and operations speeded up .",82,14,2
negative,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",123,28,0
neutral,GE is building the facility with wind power developer Invenergy Wind LLC .,74,13,1
positive,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,131,25,2
neutral,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,112,22,1
neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",222,34,1
neutral,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",174,30,1
neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",93,18,1
positive,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",244,41,2
positive,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,129,20,2
neutral,"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",140,25,1
positive,The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,123,18,2
positive,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,73,10,2
neutral,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,110,19,1
neutral,An appeal concerning the project has been lodged at the Czech Ministry of the Environment .,91,16,1
neutral,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",243,43,1
neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,89,16,1
neutral,26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,181,32,1
neutral,"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",89,19,1
positive,"Operating profit surged to EUR21m from EUR106 ,000 .",52,9,2
neutral,Inha Works has invested in its product development and market research .,72,12,1
positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .,74,14,2
neutral,- Counter your competitor 's strengths and target their weaknesses .,68,11,1
neutral,The goal is significant expansion in Finland and in the northern Baltic region .,80,14,1
positive,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",191,30,2
neutral,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",107,19,1
neutral,The Swedish player became majority owner of UCell in mid-2007 .,63,11,1
negative,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,67,15,0
positive,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,122,18,2
neutral,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,92,15,1
neutral,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",77,14,1
